2.5e-07, 0
1.4e-07, 0
1.7e-07, 0
1.4e-07, 0
1.4e-07, 2
1.6e-07, 1
1.4e-07, 0
1.5e-07, 2
1.4e-07, 1
1.3e-07, 1
1.5e-07, 4
1.3e-07, 0
1.5e-07, 3
1.3e-07, 3
1.3e-07, 10
1.5e-07, 4
1.3e-07, 1
1.21e-06, 2
1.2e-07, 5
1.2e-07, 7
1.5e-07, 7
1.2e-07, 4
1.5e-07, 11
1.2e-07, 1
1.2e-07, 2
1.4e-07, 6
1.2e-07, 6
1.1e-07, 4
1.4e-07, 10
1.1e-07, 11
6.9e-07, 10
1.3e-07, 9
1.2e-07, 16
1.5e-07, 5
1.2e-07, 10
1.5e-07, 12
1.2e-07, 8
1.2e-07, 16
1.4e-07, 7
1.2e-07, 5
1.3e-07, 14
1.2e-07, 12
1.1e-07, 8
1.3e-07, 6
1.1e-07, 6
1.4e-07, 11
1.1e-07, 10
1.2e-07, 8
1.2e-07, 7
1e-07, 13
4.4e-07, 12
1.06e-06, 9
1.5e-07, 10
1.6e-07, 9
1.3e-07, 9
1.5e-07, 17
1.2e-07, 17
1.2e-07, 12
1.4e-07, 14
1.2e-07, 16
1.4e-07, 14
1.2e-07, 13
1.2e-07, 12
1.3e-07, 7
1.2e-07, 17
1.4e-07, 20
1.2e-07, 14
1.1e-07, 19
1.3e-07, 13
1.1e-07, 10
1.1e-07, 18
1.3e-07, 16
1.1e-07, 19
1.3e-07, 14
2.5e-07, 15
1.1e-07, 22
1.3e-07, 25
1.1e-07, 19
1.3e-07, 13
1e-07, 16
1.1e-07, 10
1.3e-07, 14
1.1e-07, 18
1.3e-07, 19
1e-07, 19
2.5e-07, 16
1.3e-07, 25
1.1e-07, 16
1.3e-07, 17
1.1e-07, 20
1.1e-07, 25
1.3e-07, 17
1.1e-07, 17
1e-07, 12
1.3e-07, 19
1.1e-07, 15
1.3e-07, 16
1e-07, 20
1.1e-07, 23
1.3e-07, 26
1.1e-07, 27
1.3e-07, 24
1.1e-07, 22
1e-07, 27
1.3e-07, 27
1.1e-07, 15
1.3e-07, 30
1.1e-07, 30
1.1e-07, 22
1.3e-07, 26
1e-07, 27
2e-07, 21
1.1e-07, 30
1.1e-07, 23
1.3e-07, 19
1.1e-07, 27
1.1e-07, 24
1.3e-07, 27
1.1e-07, 28
1.3e-07, 22
1.1e-07, 27
1.1e-07, 26
1.3e-07, 34
1.1e-07, 18
1.3e-07, 27
1.1e-07, 18
1.6e-07, 27
1e-07, 30
1.3e-07, 26
1.1e-07, 24
1.1e-07, 24
1.3e-07, 35
1.1e-07, 30
1.4e-07, 25
1.2e-07, 24
3.1e-07, 29
5.6e-07, 24
1.6e-07, 36
2.42e-06, 31
2.2e-07, 25
2.6e-07, 21
1.8e-07, 36
1.4e-07, 32
1.4e-07, 32
1.31e-06, 33
2.4e-07, 30
1.9e-07, 32
1.16e-06, 27
8.3e-07, 31
1.1e-06, 32
1.02e-06, 33
4e-07, 28
1.54e-06, 31
1.2e-07, 39
1.4e-07, 35
1.1e-07, 23
1.1e-07, 35
1.3e-07, 31
1.1e-07, 33
1.8e-07, 35
1.2e-07, 28
1.3e-07, 29
1.8e-07, 25
1.4e-07, 31
1.1e-07, 34
1e-07, 36
1.2e-07, 32
1.6e-07, 38
1.1e-07, 35
1.3e-07, 42
1e-07, 31
2.3e-07, 26
1e-07, 31
2.2e-07, 37
1.2e-07, 34
1.3e-07, 35
1.4e-07, 34
1e-07, 34
1.6e-07, 36
9e-08, 33
2e-07, 41
1e-07, 32
1e-07, 43
1.2e-07, 39
9e-08, 33
1.2e-07, 31
9e-08, 40
9e-08, 35
1.2e-07, 36
1.3e-07, 35
9e-08, 38
1e-07, 31
1.1e-07, 38
1.2e-07, 39
1.1e-07, 37
1e-07, 42
1.6e-07, 41
9e-08, 42
1.2e-07, 41
9e-08, 41
9e-08, 41
1.1e-07, 36
9e-08, 40
1.1e-07, 53
9e-08, 40
9e-08, 41
1.1e-07, 43
9e-08, 37
9e-08, 46
1.1e-07, 42
8e-08, 39
1e-07, 38
9e-08, 39
8e-08, 39
1e-07, 46
9e-08, 38
1e-07, 44
8e-08, 43
9e-08, 44
1.1e-07, 43
8e-08, 47
1e-07, 43
8e-08, 38
8e-08, 41
1e-07, 40
8e-08, 42
1e-07, 35
8e-08, 48
8e-08, 36
1e-07, 43
8e-08, 49
8e-08, 49
1e-07, 41
8e-08, 48
1e-07, 44
8e-08, 39
2.8e-07, 50
1e-07, 40
8e-08, 46
1e-07, 50
8e-08, 49
1.6e-07, 46
1.1e-07, 48
2.5e-07, 43
1.3e-07, 53
2.4e-07, 48
9e-08, 49
1.8e-07, 54
9e-08, 46
1.9e-07, 50
1.1e-07, 55
1.5e-07, 44
9e-08, 54
1e-07, 44
1.9e-07, 39
1.3e-07, 55
1.8e-07, 42
8e-08, 52
1.5e-07, 57
1.1e-07, 41
1.7e-07, 43
1.2e-07, 47
9e-08, 50
9e-08, 47
1.2e-07, 50
2.2e-07, 48
1e-07, 42
9e-08, 48
1.3e-07, 51
1e-07, 45
1.7e-07, 60
1.1e-07, 51
2.5e-07, 48
1e-07, 62
2.3e-07, 41
9e-08, 47
2.4e-07, 48
9e-08, 51
9e-08, 53
9e-08, 55
1.1e-07, 45
9e-08, 49
1e-07, 54
9e-08, 49
8e-08, 55
1e-07, 52
9e-08, 52
1e-07, 60
8e-08, 47
9e-08, 46
1e-07, 54
8e-08, 55
1e-07, 49
8e-08, 46
8e-08, 43
1e-07, 56
8e-08, 53
1e-07, 60
8e-08, 58
8e-08, 47
1e-07, 59
8e-08, 56
8e-08, 55
1e-07, 51
8e-08, 69
1e-07, 50
8e-08, 47
8e-08, 53
1e-07, 56
8e-08, 55
1e-07, 55
8e-08, 47
8e-08, 55
1e-07, 55
8e-08, 57
1e-07, 51
8e-08, 57
8e-08, 51
1e-07, 52
8e-08, 59
8e-08, 49
1e-07, 53
8e-08, 60
1e-07, 60
8e-08, 55
8e-08, 51
1e-07, 61
8e-08, 50
1e-07, 55
8e-08, 54
8e-08, 53
1e-07, 55
8e-08, 62
1e-07, 59
8e-08, 58
8e-08, 58
1e-07, 60
8e-08, 65
9e-08, 55
8e-08, 64
8e-08, 55
1e-07, 63
8e-08, 54
8e-08, 59
1e-07, 54
8e-08, 59
1e-07, 60
8e-08, 59
8e-08, 55
1e-07, 66
8e-08, 62
1e-07, 55
8e-08, 56
8e-08, 56
1e-07, 54
8e-08, 61
1.1e-07, 55
9e-08, 67
8e-08, 60
2.2e-07, 56
1.19e-06, 55
1.8e-07, 62
9e-08, 61
1.5e-07, 52
1.1e-07, 54
2.8e-07, 64
1e-07, 60
1.9e-07, 60
1e-07, 62
9e-08, 62
1.1e-07, 51
1.1e-07, 54
1.9e-07, 53
1e-07, 56
1.7e-07, 61
1e-07, 58
2.3e-07, 64
1.2e-07, 64
1.5e-07, 59
1e-07, 62
1.2e-07, 52
1.5e-07, 58
1.1e-07, 54
1.6e-07, 64
9e-08, 61
1.5e-07, 68
1.1e-07, 59
1.2e-07, 59
9e-08, 63
1.1e-07, 63
9e-08, 50
9e-08, 53
1e-07, 60
9e-08, 70
1.1e-07, 60
9e-08, 61
9e-08, 57
1e-07, 69
9e-08, 68
1e-07, 61
